Vehicle ID,Asset Label,Driver,Date,Department,Assigned Job,Last Location,Region
,,Unknown,,Construction,5/1/2025 5:45:02 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1202 - 1204 SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/1/2025 6:49:45 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/2/2025 6:15:43 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/2/2025 6:48:21 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 7:20:48 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 7:24:31 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 7:29:31 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/2/2025 7:44:58 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/2/2025 7:53:55 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/2/2025 9:50:46 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 10:13:44 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 10:37:17 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1307 Stafford Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 10:50:41 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/2/2025 10:53:38 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 11:47:57 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 11:50:24 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1101 - 1105 Oak Grove Rd,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 11:59:00 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 1:09:15 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 1:19:00 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 1:30:24 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/2/2025 2:32:04 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/3/2025 9:09:11 AM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/3/2025 5:36:24 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/3/2025 9:02:37 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/3/2025 9:55:16 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/4/2025 12:01:00 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/5/2025 6:08:58 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/5/2025 7:59:42 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 8:01:48 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 8:09:58 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/5/2025 8:22:04 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/5/2025 8:28:01 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/5/2025 8:38:07 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1307 Stafford Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 8:55:13 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/5/2025 9:54:01 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 9:56:25 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SW Loop 820,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/5/2025 10:03:39 AM,""" Westcreek Dr,  Fort Worth,  TX 76133""",Dallas
,,Unknown,,Construction,5/5/2025 10:43:49 AM,"""5051 - 5051 Trail Lake Dr,  Fort Worth,  TX 76133""",Dallas
,,Unknown,,Construction,5/5/2025 11:03:58 AM,"""DFW Yard,  9701 - 10229 Oak Grove Rd,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/5/2025 11:29:44 AM,"""DFW Yard,  9701 - 10229 Oak Grove Rd,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/5/2025 12:03:47 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 12:45:50 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 1:36:27 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 3:40:05 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 3:43:20 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 3:44:50 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 3:47:00 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 4:08:45 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/5/2025 4:27:18 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 5:16:14 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 6:26:15 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 6:42:42 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/5/2025 7:26:36 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/6/2025 6:23:26 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 7:14:44 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 7:16:17 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 7:21:21 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/6/2025 7:35:02 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/6/2025 7:42:27 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/6/2025 7:54:41 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 8:07:47 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1307 Stafford Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 8:33:24 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/6/2025 9:34:09 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 10:22:20 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 10:35:50 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/6/2025 10:40:32 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/6/2025 11:36:29 AM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/7/2025 6:34:19 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/7/2025 7:25:25 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 7:26:58 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 7:30:49 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/7/2025 7:42:03 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/7/2025 7:51:32 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1164 - 1198 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/7/2025 7:58:00 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 9:22:03 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 9:24:48 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1101 - 1105 Oak Grove Rd,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 9:33:36 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 9:44:51 AM,"""2023-006 Tarrant SH 183 Bridge Replacement,   NE 28th St,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/7/2025 9:47:30 AM,"""2023-006 (OFFICE) Tarrant SH 183 Bridge,  2517 - 2599 Decatur Ave,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/7/2025 10:01:04 AM,"""2023-006 (OFFICE) Tarrant SH 183 Bridge,  2504 - 2536 Decatur Ave,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/7/2025 10:13:07 AM,"""2019-044 E. Long Avenue,   E Long Ave,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/7/2025 10:27:19 AM,"""2024-024 (2) TARRANT CS INTERSECTION IMPROV,  2501 - 2509 NE 28th St,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/7/2025 10:47:28 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 11:09:16 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 12:02:41 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 12:40:40 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 1:57:46 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SW Loop 820,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/7/2025 2:20:03 PM,"""2301 - 2371 Cullen St,  Fort Worth,  TX 76107""",Dallas
,,Unknown,,Construction,5/7/2025 2:44:41 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   Oak Grove Rd,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 3:29:53 PM,"""1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 3:31:35 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1101 - 1105 Oak Grove Rd,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/7/2025 4:13:09 PM,"""222 - 448 N Cliff St,  Dallas,  TX 75203""",Dallas
,,Unknown,,Construction,5/7/2025 4:29:11 PM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,   Botham Jean Blvd,  Dallas,  TX 75215""",Dallas
,,Unknown,,Construction,5/7/2025 4:37:23 PM,"""2022-042 (3) SL 12 Overlay & Maintenance,   C F Hawn Fwy,  Dallas,  TX 75217""",Dallas
,,Unknown,,Construction,5/7/2025 4:48:09 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/8/2025 6:29:13 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/8/2025 7:08:41 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 7:13:44 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 7:44:42 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 7:50:54 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/8/2025 8:21:33 AM,""" South Fwy,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 9:58:37 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 10:17:48 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 10:29:31 AM,"""9613 - 9625 South Fwy,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/8/2025 11:06:05 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 11:21:33 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 11:27:33 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 11:32:37 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76119""",Dallas
,,Unknown,,Construction,5/8/2025 12:01:51 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 12:13:07 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 12:16:25 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 12:20:52 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/8/2025 12:36:11 PM,"""2024-024 (2) TARRANT CS INTERSECTION IMPROV,   NE 28th St,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/8/2025 12:38:47 PM,"""2024-024 (2) TARRANT CS INTERSECTION IMPROV,   NE 28th St,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/8/2025 12:57:53 PM,"""2024-024 (2) TARRANT CS INTERSECTION IMPROV,  2807 - 2821 Deen Rd,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/8/2025 12:58:32 PM,"""2023-006 Tarrant SH 183 Bridge Replacement,   NE 28th St,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/8/2025 1:04:13 PM,"""2023-006 (OFFICE) Tarrant SH 183 Bridge,  2538 - 2598 Decatur Ave,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/8/2025 1:12:41 PM,"""2023-006 (OFFICE) Tarrant SH 183 Bridge,  2538 - 2598 Decatur Ave,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/8/2025 1:13:59 PM,"""2023-006 Tarrant SH 183 Bridge Replacement,  2726 - 2734 Decatur Ave,  Fort Worth,  TX 76106""",Dallas
,,Unknown,,Construction,5/8/2025 1:29:08 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   Oak Grove Rd,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 1:43:25 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 2:15:45 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 2:27:09 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76119""",Dallas
,,Unknown,,Construction,5/8/2025 2:52:26 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SW Loop 820,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/8/2025 3:05:09 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76140""",Dallas
,,Unknown,,Construction,5/8/2025 3:45:19 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 4:31:39 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 4:34:30 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1202 - 1204 SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/8/2025 5:48:31 PM,"""3300 - 3512 Middlefield Rd,  Dallas,  TX 75253""",Dallas
,,Unknown,,Construction,5/8/2025 6:05:00 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/9/2025 12:26:27 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/9/2025 8:59:13 PM,"""2024-004 CoD Sidewalks 2024 (#08),   C F Hawn Fwy,  Dallas,  TX 75217""",Dallas
,,Unknown,,Construction,5/9/2025 9:04:11 PM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,   I-45 N,  Dallas,  TX 75215""",Dallas
,,Unknown,,Construction,5/9/2025 9:06:13 PM,"""2023-032 SH 345 BRIDGE REHABILITATION,   US-75 N,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/9/2025 9:14:31 PM,"""2023-032 SH 345 BRIDGE REHABILITATION,   S Good Latimer Expy,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/9/2025 9:16:52 PM,"""2023-032 SH 345 BRIDGE REHABILITATION,   Canton St,  Dallas,  TX 75201""",Dallas
,,Unknown,,Construction,5/9/2025 9:41:23 PM,"""2023-032 SH 345 BRIDGE REHABILITATION,   Julius Schepps Fwy,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/9/2025 10:13:16 PM,"""2023-032 SH 345 BRIDGE REHABILITATION,   US-75 N,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/9/2025 10:43:34 PM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,   US-75 S,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/10/2025 10:16:36 AM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,   I-45 S,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/10/2025 10:22:36 AM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,   Grand Ave,  Dallas,  TX 75215""",Dallas
,,Unknown,,Construction,5/10/2025 10:23:33 AM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,  2444 - 2498 S Good Latimer Expy,  Dallas,  TX 75215""",Dallas
,,Unknown,,Construction,5/10/2025 10:25:18 AM,"""2023-032 SH 345 BRIDGE REHABILITATION,  998 - 1244 S Good Latimer Expy,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/10/2025 10:25:54 AM,"""2023-032 SH 345 BRIDGE REHABILITATION,   Taylor St,  Dallas,  TX 75226""",Dallas
,,Unknown,,Construction,5/10/2025 10:31:02 AM,"""2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,  2312 - 2342 Grand Ave,  Dallas,  TX 75215""",Dallas
,,Unknown,,Construction,5/10/2025 10:49:21 AM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/11/2025 2:35:39 PM,"""13007 - 14099 Horseshoe Trl,  Balch Springs,  TX 75180""",Dallas
,,Unknown,,Construction,5/12/2025 6:17:24 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 7:11:42 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 7:13:39 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1101 - 1105 Oak Grove Rd,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 7:20:07 AM,"""3218 - 3218 E California Pkwy,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/12/2025 7:26:41 AM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/12/2025 7:34:12 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76119""",Dallas
,,Unknown,,Construction,5/12/2025 7:39:29 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   I-20 W,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 8:05:00 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 8:15:46 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 8:22:28 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/12/2025 9:48:50 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 9:56:32 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 10:40:53 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 10:59:50 AM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 12:28:58 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 12:56:34 PM,"""6421 - 6487 Wichita St,  Forest Hill,  TX 76119""",Dallas
,,Unknown,,Construction,5/12/2025 1:08:29 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1100 - 1162 Oak Grove Rd,  Fort Worth,  TX 76115""",Dallas
,,Unknown,,Construction,5/12/2025 1:13:58 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,  1301 - 1303 Milmo Dr,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 1:39:38 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76134""",Dallas
,,Unknown,,Construction,5/12/2025 1:59:50 PM,"""2023-014 (1) TARRANT IH 20 US 81 BR,   SE Loop 820,  Fort Worth,  TX 76140""",Dallas
