AssetID,Category,Location,WeeklyHours,UtilizationLevel,Status,RentalSavingsPotential,LastUpdated
HTF-03,Flatbed Trailer,2023-006 (OFFICE) Tarrant SH 183 Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LB-04,Lowboy,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
Batch Plant ,Agg Pot,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SS-35 (JUAN P. RODRIGUEZ),Skid Steer,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-109,Light Plant,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
Mower attachment Cat ,Attachment,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-107 (DFW OFFICE TRUCK) ,Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-247 (MARTIN SANCHEZ),Pickup Truck,2023-032 (OFFICE) SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SV-08 (MICHAEL RIEDER),Pickup Truck,"8792 - 8898 Cherry Lee Ln, Lantana, TX 76226",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-09S (JOVAN ESPINOZA-CASILLAS),Pickup Truck,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-13 (GUSTAVO GUILLEN),Pickup Truck,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-14 (Caleb Kocmick),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-06 (ESTEBAN RODRIGUEZ PEREZ),Pickup Truck,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
HTC-08,Cargo Trailer,2022-008 Gregg CS Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HTD-02,Dump Trailer,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HTT-01,Traffic Trailer,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
GNT-01,Goose Neck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
SS-38 (JESUS LOPEZ SOTO),Skid Steer,2024-004 CoD Sidewalks 2024 (#23-BFR1),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
EX-70,Excavator,2023-006 Tarrant SH 183 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,2250,2025-05-29 05:13:25
DTC-??,Cargo Trailer,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
Drop hammer ,Attachment,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WTR-02,Water Trailer,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-111,Light Plant,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-17 (COOPER LINK),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
OV-01 (OFFICE VEHICLE) ,Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-09 (JOSE C. RAMIREZ),Pickup Truck," I-20 W, Duncanville, TX 75116",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-12 (Open),Pickup Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
DTF-14,Flatbed Trailer,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HTC-02,Cargo Trailer,"5125 - 5201 S Acres Dr, Houston, TX 77048",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HTC-03,Cargo Trailer,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HTF-02,Flatbed Trailer,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LB-05,Goose Neck,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SS-39 (SABINO IBARRA),Skid Steer,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
EX-68,Excavator,DFW Yard,5,IDLE,IDLE - Consider Deployment,2250,2025-05-29 05:13:25
ET-04 (GERALD EHIMHEN),Pickup Truck,"2820 - 2898 Lucas Dr, Dallas, TX 75219",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-240 (CLINT MIZE) ,Pickup Truck,"7808 - 7912 County Road 1005, Cleburne, TX 76044",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SFB-03S,Truck Mounted Attenuator (TMA)," TX-146 S, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-07S (ROGER DODDY),Pickup Truck,"3199 - 3111 Sunny Meadow Ct, Dalworthington Gardens, TX 76016",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-16 (LUIS MURCIA ORELLANA),Pickup Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-21 (OPEN),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WTR-03,Water Trailer,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-166 (JUAN LUEVANO),Pickup Truck,"1700 - 1732 N Beach St, Haltom City, TX 76111",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-19 (Osiel Salaices),Pickup Truck," I-20 E, Arlington, TX 76017",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-15 (Carlos Eclavea),Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-243 (RAMESH BOBBA),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-246 (Open),Pickup Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-10 (JESUS MEDINA),Pickup Truck,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-05 (Anthony Hardimon Loaner),Pickup Truck,2024-019 (15) Tarrant VA Bridge Rehab,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-08 (JORGE L. MARTINEZ),Pickup Truck,2023-006 (OFFICE) Tarrant SH 183 Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-01 (SAUL MARTINEZ ALVAREZ),Pickup Truck,2023-006 Tarrant SH 183 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-13S (JAVIER MAGALLANES),Pickup Truck,"8400 - 8434 Thousand Oaks Dr, North Richland Hills, TX 76180",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-242 (HECTOR SANCHEZ),Pickup Truck,2024-023 TARRANT RIVERSIDE BRIDGE REHAB,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
GNT-01S,Goose Neck,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SWT-01,Sweeper Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
EX-69,Excavator,24-04 DALLAS SH 310 INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,2250,2025-05-29 05:13:25
WTR-01,Water Trailer,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
LP-01,Light Plant,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-110,Light Plant,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
mower attachment (Mower King) ,Attachment,2020-027 DENTON CO US 377,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-241 (MARK GARCIA),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-245 (JARED RUHRUP),Pickup Truck," W Hurst Blvd, Hurst, TX 76053",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-11 (Roberto Guerrero Jr.),Pickup Truck," W Commerce St, Dallas, TX 75208",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-03 (Manuel Andrade),Pickup Truck," I-69 N, Houston, TX 77020",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-18 (AARON MOORE),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
"ET-07 (HAYS, PAXTON C)",Pickup Truck," Tom Landry Fwy, Dallas, TX 75208",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-244 (SAM ABUNEMEH),Pickup Truck,2023-032 (OFFICE) SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-185 (JOSE BAUTISTA),Pickup Truck,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-108 (GERARDO BALDIO),Pickup Truck,"13300 - 13310 W Cypress Forest Dr, Houston, TX 77070",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-239 (ALEJANDRO RODRIGUEZ),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-167 (OMAR RAMIREZ),Pickup Truck,"1098 - 1020 Concan Dr, Travis Ranch, TX 75126",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-224 (NAGESH KUMAR),Pickup Truck,"3001 - 3199 Walker Creek Dr, Denton, TX 75068",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-172 (OPEN TRAFFIC TRUCK) 2022-023,Pickup Truck,2022-023 Riverfront & Cadiz Bridge Improvement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-201 (OPEN),Pickup Truck," Rankin Rd, Houston, TX 77073",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-235 (LUIS MORALES),Pickup Truck,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-92 (STONIE BROWN),Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-156 (Eduardo Alvarado),Pickup Truck,"699 - 641 W 6th Ave, Corsicana, TX 75110",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-188 (OPEN F150),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-226 (CATALINO FLORES SR),Pickup Truck," I-20 W, Kilgore, TX 75662",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-228 (DANIEL LOPEZ),Pickup Truck,2024-004 CoD Sidewalks 2024 (#17),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-227 (JOSE RANGEL loaner),Pickup Truck,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-02 (Anthony Hardimon),Pickup Truck," Airport Fwy, Bedford, TX 76021",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-20 (OPEN RAM 1500),Pickup Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-104 (MARTIN ESCOBEDO JR),Pickup Truck,2022-023 Riverfront & Cadiz Bridge Improvement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-125 (PLANO JOBSITE TRUCK),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-89 (ROBERT NEFF),Pickup Truck,2022-023 Riverfront & Cadiz Bridge Improvement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-229 (REYNERI CABALLERO),Pickup Truck,"14481 - 14599 Eastex Fwy, Houston, TX 77396",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-190 (JOSE TURRUBIARTES JR),Pickup Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-180 (ROBERTO LUMBRERAS),Pickup Truck,"2568 - 2626 McCree Rd, Garland, TX 75041",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-202 (2024-004 SIDEWALKS JST),Pickup Truck,2024-004 CoD Sidewalks 2024 (#23-BFR1),25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
"PT-168 (RAMIREZ, LUIS F)",Pickup Truck,"2007 - 2199 York Dr, Edgecliff Village, TX 76134",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-173 (JUAN B. HERNANDEZ),Pickup Truck," LBJ Fwy, Garland, TX 75041",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-179 (TROY RAGLE),Pickup Truck,,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-165 (Alberto Zuniga),Pickup Truck," S Belt Line Rd, Irving, TX 75019",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-193 (OPEN DFW TC USING),Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-219 (OPEN),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-236 (ROLANDO COLMENERO-GARCIA),Pickup Truck,2024-030 Matagorda SH 35 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-213 (CATALINO FLORES JR),Pickup Truck,"194 - 194 E Langdon Rd, Hutchins, TX 75141",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-187 (ROBERTO LUMBRERAS Loaner),Pickup Truck,"5858 - 5800 Northwest Dr, Mesquite, TX 75150",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-218 (Michael Hammons),Pickup Truck,"1150 - 1100 Nelson Pl, Fort Worth, TX 76028",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-199 (WTX JST),Pickup Truck,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-215 (ERNEST LEMON JR),Pickup Truck,2024-024 (1) TARRANT CS INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-182 (Leonel Munoz),Pickup Truck,2022-008 Gregg CS Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-207 (JUAN CARLOS VAZQUEZ),Pickup Truck,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-159 (OPEN Traffic),Pickup Truck,TRAFFIC WALNUT HILL YARD,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-10S (ROBERT BERRYHILL),Pickup Truck,"2270 - 2256 Decker Dr, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-04,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
LP-112,Light Plant,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
DT-01S,Heavy Truck,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ME-41,Message Board,2024-023 TARRANT RIVERSIDE BRIDGE REHAB,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-42,Message Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ME-45,Message Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-01S (open),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-169 (OPEN F150 STX),Pickup Truck,TEXDIST,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-12S (OPEN),Pickup Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-177 (SALVADOR RODRIGUEZ JR),Pickup Truck,"7519 - 7799 Rayville Dr, Dallas, TX 75217",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-208 (SALVADOR AGUILLON),Pickup Truck,"225 - 273 Pimlico Way, Saginaw, TX 76179",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-11S (RAFAEL MURATALLA-CEJA),Pickup Truck,"1398 - 1100 Koto Wood Dr, Greenville, TX 75189",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14T-36,Dump Trailer,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-22 (JUAN LOPEZ),Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-111 (shop mech loaner),Pickup Truck,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
SS-41 (URIEL GARCIA-ANDRADE),Skid Steer,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-252 (JUAN C. REYES DIAZ),Pickup Truck,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-02,Light Plant,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
14T-38 (TRAFFIC CONTROL),Landscape Trailer,TRAFFIC WALNUT HILL YARD,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-23 (JOSE J. RIVERA),Pickup Truck,2021-017 Plano Collin Creek Culvert Imp,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
SB-01,Material Transfer Vehicle,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-40,Message Board,"1153 - 1065 State Highway 35 S, Bay City, TX 77414",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-44,Message Board,2024-024 (1) TARRANT CS INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-46,Message Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-02S,Message Board,"2100 - 2152 Decker Dr, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PAV-02,Mixing System,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-194 (Albert Perry is using),Pickup Truck,"25894 - 25944 Cornwall, Conroe, TX 77357",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-06S (SELECT CREW TRUCK),Pickup Truck,"1640 - 1952 County Road 99, Alvin, TX 77511",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PAV-04,Paver,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-43,Message Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-03S,Message Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-25 (JESUS O. RODARTE SERRANO),Pickup Truck,2023-014 (1) TARRANT IH 20 US 81 BR,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-01,Arrow Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-01,Message Board,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-02,Message Board,2023-019 (1) MARTIN SH 176 ROADWAY IMPROVEMENTS,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-04,Arrow Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-07,Message Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
PT-237 (JUAN C. MIRAMONTES JR),Pickup Truck,2023-006 Tarrant SH 183 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-160 (ARMANDO SALDIERNA JR),Pickup Truck," Eastex Fwy, Houston, TX 77396",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
PT-163 (WILLIAM PERSINGER),Pickup Truck,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
LP-113,Light Plant,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
14T-37,Dump Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
"DD-01 (ASPHALT 84"")","Asphalt Roller - Steel Wheel 84"" ",2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-24 (Troy Malette),Pickup Truck,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-01S,Message Board," I-10 E, Houston, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
CT-27,Cargo Trailer,2024-012 Dal IH635 U-Turn Bridge,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14T-39 (WTX JOB TRAILER),Flatbed Trailer,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
TH-10,Telehandler,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
"DD-02 (ASPHALT 84"")","Asphalt Roller - Steel Wheel 84"" ",2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WTF-01,Flatbed Trailer,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
TAT-01,Towed Attenuator,2023-007 Ector BI 20E Rehab Roadway,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
WTC-01,Cargo Trailer,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-04,Message Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-05,Message Board,2023-019 (1) MARTIN SH 176 ROADWAY IMPROVEMENTS,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-018,Arrow Board," Dallas Pkwy, Plano, TX 75093",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-06,Arrow Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-06,Arrow Board,2023-032 SH 345 BRIDGE REHABILITATION,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-011,Arrow Board,"110 - 216 NE 28th St, Grand Prairie, TX 75050",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
AB-003,Arrow Board,TRAFFIC WALNUT HILL YARD,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
HDT-##?,Dump Trailer,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
HMB-05,Message Board,2023-035 (8) HARRIS VA BRIDGE REHABS,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14T-14,Flatbed Trailer,2024-004 City of Dallas Sidewalk 2024 (YARD),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
HAB-08,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
MB-016,Message Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ME-35,Message Board,2023-006 Tarrant SH 183 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
004808,Arrow Board,2024-024 (1) TARRANT CS INTERSECTION IMPROV,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-26 (JUAN P. RODRIGUEZ),Pickup Truck,"1601 - 1699 N Edgewood Ter, Fort Worth, TX 76103",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
HAB-07,Arrow Board,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
HMB-01,Message Board,"446 - 498 North Loop E, Houston, TX 77009",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MT-13 (OPEN MECH TRUCK),Medium Truck,HOU YARD/SHOP,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
ET-36 (ALONZO GONZALEZ),Pickup Truck," S Freeway S, Houston, TX 77045",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-34,Message Board,2023-006 Tarrant SH 183 Bridge Replacement,25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ET-34 (AURELIANO REYES),Pickup Truck,"4773 - 4791 S Acres Dr, Houston, TX 77048",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
ME-47,Message Board,"12649 - 9545 W County Road 117, Midland, TX 79706",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
MB-04S,Message Board," TX-146 S, Baytown, TX 77520",25,LOW,LOW USE - Available for Reallocation,1500,2025-05-29 05:13:25
14T-21 (SHOP TRAILER),Flatbed Trailer,DFW Yard,5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
EX-77,Excavator,2024-004 CoD Sidewalks 2024 (#27 KEENELAND PKWY),25,LOW,LOW USE - Available for Reallocation,2250,2025-05-29 05:13:25
AB-02,Arrow Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
AB-03,Arrow Board,WTX YARD (2),5,IDLE,IDLE - Consider Deployment,1500,2025-05-29 05:13:25
